year,title,speaker,copresented,copresenter,org,nonmale,location,international,description,votes,top_10,gave_talk
2015,What are predominance maps and why do readers want to see them?,Jim Herries,0,NA,Esri,0,"Redlands, CA",0,"Predominance maps have been around for a while: red state/blue state vote maps show the predominant vote in national elections, for example. This lightning talk will show how to make a predominance map out of data that measures other things people care about, with examples from religion, charitable giving, race/ethnicity and more. You'll begin to see new maps in the columns of data normally left to tabular reports.",6,0,0
2015,What is D3?,Adrian Sas,0,NA,Independent,1,"New York, NY",0,D3.js is a Javascript library that brings data to life! Learn how to get started feeding data into the templates to produce graphic illustrations of your statistics.,6,0,0
2015,Love it or leave it,Sara,0,NA,NA,1,NA,NA,"Doing something you really want and feel passion about it, it gives your strength that you don't know you have it. When hard times come you'll think about giving up, but there's something inside yourself that tells you DON'T STOP! only you can stop you! Fight and win, reflexions on frustration and process over goal.",3,0,0
2015,Geometry of minefield,Isao Matsunami,0,NA,Tokyo Shimbun,0,"Nagoya, Japan",1,"I was foolish enough to try to process geometry of map data by c  /python and found simple calculation of geometry textbook does not hold. Jaw-Droppingly, the intersection point of two lines does not always lie on the two lines. Leave it to CGAL, Computational Geometry Algorithms Library.",2,0,0
2015,Creation of a news content agency for digital audiences,Jairo Mejia,0,NA,Agencia Efe,0,"Washington, DC",0,"I'm developing the concept of a news agency focus on social and visual content, social media curation, viral content verification and freelancers collaboration.",2,0,0
2016,Let's Talk About the Future of Interactive News Content,Gregor Aisch,0,NA,New York Times,0,"New York, NY",0,"For more than a decade news apps and graphics developers loved using the word ""interactive"" to describe all kinds of new things they put on the internet. But what does ""interactive"" even mean? Slideshows, tooltips and d3.js? Have we reached the peak of the golden age of ""interactives"", or has it just started? Let's take five minutes to look at where we are and where we're going...",68,1,1
2016,"Let lookup save you from the boring, repetitive work you've forgotten you're even doing",Chris Groskopf,0,NA,Quartz,0,"New York, NY",0,"Admit it: you've copy and pasted a column of state names next to one of USPS codes... hundreds of times. You keep writing identical code to add the same state population numbers to different spreadsheets. Your nightmares echo with FIPS VLOOKUPs and CPI JOIN clauses. In this lightning talk I will introduce a tool and a project. The tool works. The project needs you. Together, we can forever vanquish the drudgery of the lookup table. Fans of csvkit or agate: please allow me to  introduce you to `lookup`.",60,1,1
2016,Regular Regular Expression Exercises for Regular People,Dan Nguyen,0,NA,Stanford University,0,"Stanford, CA",0,"So you're not cut out to be one of those highfalutin programming databasers who can brag about their automated cloud bots bragging about their other automated cloud bots. But even if you're just a regular person with regular data needs, you can still learn and practice regular expressions to find and filter the kinds of things you already know you want to know from a pile of documents -- dates, names, money amounts -- and anything else that's a combination of the regular old alphabet and numbers 1 through 10.",47,1,1
2016,"I Improved My Math Fluency, And So Can You",Ryann Grochowski Jones,0,NA,ProPublica,1,"New York, NY",0,"In high school, math felt like a foreign language to me -- difficult to understand, stressful to learn and, above all, something to avoid. Now, not only is math a big part of my job, but it's enjoyable as well. I'll share several easy-to-adopt tips, tricks and habits, all of which increased my math fluency and will improve your understanding of any equations or formulas that you come across while you're reporting.",46,1,1
2016,Map tiles are dead; Long live (vector) tiles!,Ken Schwencke,0,NA,Independent,0,"New York, NY",0,"How can you map every census tract in the US -- thousands of shapes -- easily, without rendering map tiles or melting a computer? How can you style it dynamically? Find out how vector tiles can change your life. Or at least your maps.",43,1,1
2016,How to read 52 books in 52 weeks,Nicole Zhu,0,NA,Knight Lab,1,"Evanston, IL",0,"With so much content to consume - Twitter conversations, listserv kerfuffles, the latest longform, Snapchat stories, hot takes and think pieces, the entire season of TV that just dropped on Netflix  - where do BOOKS fit in? I'll talk about (1) why you should set the daunting goal of reading 52 books in 52 weeks rather than just resolving to ""read more,"" (2) how you can achieve it, and (3) what things you'll learn (about the world and yourself).",42,1,1
2016,Cats and Stats,Jennifer LaFleur,0,NA,Reveal,1,"San Francisco, CA",0,"Fresh off the European tour, it's cats AND stats. Stanley will demonstrate dichotomous variables. You'll learn about sampling from Gordon. Harley will give you tips for examining your data. It's not just cats. It's cats AND stats. Learn through the hilarious antics of the cats of NICARians.",39,1,1
2016,Automation in the newsroom,Ariana Giorgi,0,NA,Chronicle of Higher Education,1,"Washington, DC",0,"When it is worth it to use scripting and automation to produce our news stories? Should your newsroom bother with writing these scripts? I’ll talk about what kind of automation has worked for stories in the past, where we can move in the future, and the kind of stories that will never be worth it to automate.",39,1,1
2016,What I learned working on Failure Factories,Adam Playford,0,NA,Tampa Bay Times,0,"St. Petersburg, FL",0,Building a case with analysis and visualization.,39,1,1
2016,Solve Every Statistics Problem with One Weird Trick,Jonathan Stray,0,NA,Columbia University Journalism School,0,"New York, NY",0,"DON'T OPEN THAT TEXTBOOK. Statistics is a cycle of abuse and I'm here to make it stop. In five minutes I'll show you the refreshing new approach that everyone's talking about: randomization and visualization. Learn what types of problems statistics really solves and how to solve them with just a few lines of common sensel code. Get the right answer faster than you can say ""Monte Carlo"" and never memorize a formula again!",38,1,1
2016,Don't crAMP our style!,Rich Harris,0,NA,New York Times,0,"New York, NY",0,Google's AMP project will make the mobile web faster. It will also strike a death blow to innovation in digital journalism. Learn why it's so dangerous – and what we can do to prevent the AMPocalypse.,37,0,0
2016,How $200 and open source software can help you track the flights of globe-trotting billionaire playboys,David Yanfosky,0,NA,Quartz,0,"Los Angeles, CA",0,"We tracked helicopters at the World Economic Forum in Davos Switzerland (http://qz.com/600590/) using a Raspberry Pi, a $20 USB stick, and some wire most typically found connected to your cable box. Let me show you how we built it and how we were not only able to find helicopters in the haystack of the 2 million data points it collected, but also who owned them.",33,0,0
2016,How I Mapped Messy Gang Turfs From Scratch,Evie Liu,0,NA,New York Daily News,1,"New York, NY",0,"No latlng, no address, no shape file? Have no fear, that doesn’t deny our chance making a map. I'll show you how I turned pages of scanned notes by the police into an interactive map in three days. Learn what kind of help you'll need and how to draw a map from scratch.",33,0,0
2016,Data Cleaning Made Easy(er): Excel and R Side-by-Side,Christine Zhang,1,Sandhya Kambhampati,Brookings,1,"Washington, DC",0,"We spend a lot of time cleaning data in our programming language of choice. But is it the right one? Using Excel and R for two simple tasks, we (Sandhya Kambhampati and Christine Zhang) will show you the pros and cons of each. You be the judge.",30,0,0
2016,Interaction considered harmful,John Muyskens,0,NA,Washington Post,0,"Washington, DC",0,"Bret Victor, in his essay ""Magic Ink,"" argues that interactivity in software interfaces is a ""curse."" He argues that interaction, for the user of information software, is a liability that should be minimized, extending Tufte's ideas about data visualization to software design. What can we as designers and developers of ""interactives,"" ""news apps"" and software journalism tools learn from Victor's ideas about information and interface design?",30,0,0
2016,Ding! Finding new ways to level up new data journalists,Thomas Wilburn,0,NA,Seattle Times,0,"Seattle, WA",0,"There's a big gap between ""student journalist"" and ""hardened newsroom coder,"" and existing solutions for bridging that gap (such as workshops and internships) don't seem to have eased the difficulty that many newsrooms have with finding talent. Certainly academia does not appear to be adequately addressing the need for skills. Can we create a solution for training outside of those systems, to create more experienced (and more diverse) journalists? This talk covers my experiences after posting a call for remote mentees to the NICAR-L list, and looks at other approaches taken from open-source software and other industries that might help.",29,0,0
2016,Machine Learning - for Dummies!,Ariana Giorgi,0,NA,Chronicle of Higher Education,1,"Washington, DC",0,"You don’t have to be a computer scientist - or even great at coding - to use machine learning in your data stories. I’ll talk about some of the easiest ways to make stories more robust with simple machine learning methods, along with some examples.",28,0,0
2016,Living Through the News,Mallory Busch,0,NA,Chicago Tribune,1,"Chicago, IL",0,"I was in Paris on Nov. 13 when ISIS attacked the city. In this talk, I'll share some of my experiences during the attacks –– how I found out, how I stayed updated, how I figured out what could and could not be trusted. And in the days following: what did I learn about journalism –– as I went from a person covering the news, to someone living through it?",28,0,0
2016,Turning Investigations Into Radio or: What I Learned Moving From Print to the Pig Farm,Peggy Lowe,0,NA,KCUR,1,"Kansas City, MO",0,"How can stories with lots of numbers, looonng explanations and dozens of interviews become compelling audio stories? How can I translate a one-year investigation into a four–minute piece? And more importantly, how can the print peeps who used to do that work at newspapers make the transition to radio and podcasting? Peggy Lowe, investigations editor at Harvest Public Media and KCUR, gives her top tips on moving from ink to air.",27,0,0
2016,The Dark Side of Regression: P-hacking with R,Andrew Flowers,0,NA,FiveThirtyEight,0,"New York, NY",0,"Did you now that eating egg rolls was linked to dog ownership? And potato chips to a higher SAT maths core? Well...not really. These relationships *are* statistically significant; but they were found by ""p-hacking"" data from nutrition studies. In this lighting talk I'll show you how to do regression analysis in R the evil way, by reworking a FiveThirtyEight story. By learning the ""dark side"" of statistics, hopefully you'll make smarter choices in running regressions.See (1) here:  http://fivethirtyeight.com/features/you-cant-trust-what-you-read-about-nutrition/ and (2) here: https://github.com/fivethirtyeight/data/tree/master/nutrition-studies.",27,0,0
2016,How to Tell Data Stories on Social,Gurman Bhatia,0,NA,Palm Beach Post,1,"West Palm Beach, FL",0,"So many platforms, so little time. Do I use GIFs or create something in After Effects? Just take a screenshot of that chart or use the latest social media meme-making tool? The dirty secret about telling data stories on social is that you need to treat each platform in its own unique way and tailor the story accordingly. In this talk, I will present examples of data stories told in innovative ways on different social media platforms. By the end, you will walk away with ideas and simple tricks to bring back to your newsroom.",25,0,0
2016,Practically Painless Parallel Processing (in Python),Martin Burch,0,NA,Wall Street Journal,0,"New York, NY",0,"Have you ever waited for a script or long-running database query? Learn how I made my code run eight times faster by changing two lines, and you can too. Not working in Python? Also learn about GNU Parallel, which can speed up any repetitive command-line task.",24,0,0
2016,The shocking secret to successfully negotiating for data: Be nice.,Chad Skelton,0,NA,Kwantlen Polytechnic University,0,"Vancouver, Canada",1,"Like many reporters, I used to spend a lot of time on my blog and Twitter criticizing government agencies for refusing to release data or taking too long to do so. Then, a couple years ago, I tried something different: Praising the few agencies that actually cooperated with my data requests. A case study in why carrots are as important as sticks in getting access to data.",24,0,0
2016,Who run the world? Hybrid journalists!,Anne Li,0,NA,NPR,1,"Washington, DC",0,"Leaving business decisions to ""the business people"" is no longer a luxury traditional and computer-assisted journalists can afford. I'll talk about how hybrid journalists at NPR One use audience data to change NPR's 46-year-old audio storytelling strategy in a way that has the potential to take NPR's business model to the modern age - without resorting to cat videos.",24,0,0
2016,Check Your Blind Spots,Audrey Carlsen,0,NA,Seattle Times,1,"Seattle, WA",0,Data journalism isn't always as objective as we'd like to think it is. We all know the importance of evaluating data sources for credibility. Let's turn that mirror inward and reflect on how our own individual biases affect the way that we select and present data.,22,0,0
2016,Why Don't More J-School Students Code?,Lindsey Cook,0,NA,U.S. News & World Report,1,"Washington, DC",0,"Lindsey Cook spent a year talking to journalism students about coding. Despite an industry that is apparently clamoring for journalists with more tech skills, students (and the professors teaching them) aren't getting the message. In the talk, she'll detail the often depressing reasons why, as well as what working journalists can do to change them.",21,0,0
2016,Daily Keyboard Exercises For Reducing Wrist Strain and Making Stronger Computational Brain,Dan Nguyen,0,NA,Stanford University,0,"Stanford, CA",0,"Programming and data analysis are already difficult enough without you diverting your brain energy to memorizing variable/function names or even just keeping focused as you switch between multiple applications. Learning a few keyboard shortcuts -- which can be used whether you're working or playing -- can free your brain for the more thoughtful part of computational work, and maybe even reduce risk of carpal tunnel syndrome from mouse/trackpad overuse.",19,0,0
2016,You’re doing it wrong: the do’s and don'ts of social media from Tumblr teens and Snapchat queens,Nicole Zhu,0,NA,Knight Lab,1,"Evanston, IL",0,"Social media and partner platforms are increasingly important for news and media organizations, but building up a presence is so much more than just calling the youngest person into the room and asking them to explain Snapchat. We’ll discuss the do’s and don’ts for the most popular social media platforms, ranging from Mic's great Tumblr presence to the success of Vox’s Snapchat Discover, with tips and tricks from (gasp) youths.",18,0,0
2016,7 things I learnt about storytelling ... from Disney movies,Aditi Bhandari,0,NA,Knight Lab,1,"Evanston, IL",0,"Disney movies may seem like child’s play at first glance, but we can learn from a lot them about visual storytelling, choices about media formats, and accessibility. Here’s 7 things I learnt working my way through almost all 54 original Disney movies in the last 3 years.",18,0,0
2016,"Grow your own organic, artisanal, hand-crafted datasets",Robin Kwong,0,NA,Financial Times,0,"London, UK",1,What to do when manual data entry is the only option - and how code can still help,17,0,0
2016,"How America killed African journalism. Thanks, America!",Chris Roper,0,NA,Code4Africa,0,"Cape Town, South Africa",1,"Ok, not really. But it is true that American tech companies are eating/have eaten the revenue base away from under the shaky structures of traditional African news media. Which means the death of democracy. Which means you’re eating your own children. Ick. So I’ll tell you how we’re trying to fix that. Or at least, how we’re trying to go down fighting. In five slides. Maybe four.",17,0,0
2016,(\d ) things U.S. NICARians don't have to (know|worry about),Isao Matsunami,0,NA,Tokyo Shimbun,0,"Nagoya, Japan",1,"Dozens of non U.S. reporters attended NICAR last year and brought a lot of precious know-hows back home.Some techniques are ready-to-use (yes, I used them), but some are not applicable in their country due to custom, language, geometry, law, social taboo, FOIA(lack of it), state of open gov...I (we, hopefully) will show you several things that U.S. NICARians don't have to worry about but that foreign NICARians are tackling (there might be inverse cases), which might inspire something in U.S. data journalists.I want this to be a kind of collective presentation and needs collaborative inputs from international journalists/foreign correspondents if accepted.",16,0,0
2016,Why Nobody Understands Mass Incarceration (And The Problems Your Stories Might Have),Paul Levande,0,NA,Rentrak,0,"New York, NY",0,"Mass Incarceration has been a big news story for a long time, but unfortunately no one (myself included) really understands it. The problems with understanding it include incomplete or unreliable data, the temptation to generalize from biased samples to larger populations, and the difficulty of conceptualizing at the individual level--all problems that show up in other topics involving the numbers of millions of people over time. I'll explain as much of it as I can in five minutes.",15,0,0
2016,Take back the maps!,Jon Schleuss,0,NA,Los Angeles Times,0,"Los Angeles, CA",0,"Journalists are great contributors to the open-source mapping community. And the data in OpenStreetMap can be leveraged for our gain. You can also spin up a ""map maker"" and get started building your own maps for the internet, social media and that queer old thing called a news-paper. Jon Schleuss shows how the Los Angeles Times uses (and contributes to) OpenStreetMap.",14,0,0
2016,Solidarity and support of our international colleagues.,Jeff Kelly Lowenstein,0,NA,Grand Valley State University,0,"Grand Rapids, Michigan",0,"From Asia to Africa, Latin America to the Middle East, many of our colleagues face Internet blackouts, imprisonment, threats and even death as they work to reveal what is happening in their countries.  I’ll talk about why we should care and concrete steps we can take to support and work with them.",14,0,0
2016,5 ways to use GitHub in student newsrooms,Nicole Zhu,0,NA,Knight Lab,1,"Evanston, IL",0,"GitHub is much more than Octocat, pushing, pulling, merging and branching. I’ll talk about ways we’ve used GitHub at North by Northwestern, an online newsmagazine at Northwestern University, to build tools, teach web development, write better documentation and more!",14,0,0
2016,We can no longer ignore our ads,Justen Fox,0,NA,Vox,0,"New York, NY",0,"What does this have to do with NICAR? Going beyond an understanding of how an ad support organization is funded, we need to take more ownership over the entire experience of our readers. A talk about what is happening with ads today, and more importantly what developers and others can do to have the tools and information needed to help their publication and the entire ecosystem improve the overall experience on our sites.",14,0,0
2016,"Common mistakes all newbies make, with illustrative embaressing examples from my daily life",Will,0,NA,NA,0,NA,NA,"Everyone new to the world of journalism and data make mistakes. I know because I am an intern, fresh in the world of journalism, and a certifiable expert in making mistakes. I will give an overview of some common mistakes that I have made and how we can all avoid them in the future.",13,0,0
2016,Let’s Talk Embeddable Widgets!,Gurman Bhatia,0,NA,Palm Beach Post,1,"West Palm Beach, FL",0,"We build interactive stories and databases but often they live in the constraints of our own sites. What if we built more widgets that could live anywhere on the Internet? Widgets - the sole purpose of which was to inform and tell the story first and bring back people to our site later. And if we did build more of these, what is our audience for it? We will look at some existing examples and I'll show you what widgets I think could have been built with some major stories.",12,0,0
2016,How to get ready for Facebook Instant Articles,Jake Spurlock,0,NA,Wired,0,"San Francisco, CA",0,Facebook is opening Instant Articles to all publishers in April at F8. Learn what you need to do to be ready to launch Instant Articles for your publication.,10,0,0
2016,Which tool to learn next.,Lisa Charlotte Rost,0,NA,Der Tagesspiegel,1,"Berlin, Germany",1,"The data visualisation field is full of very diverse tools – you can't possibly learn them all. (Although it seems everybody else does.) But with which tools should you start and with which ones continue? Which ones promise the most functionality with the flattest learning curve? And should you focus on learning one powerful piece of software or lots of smaller tools? I will offer a way to think about these questions, to finally end your ""OMG SO MANY! FOMO!"" problem.",9,0,0
2016,Jupyter extensions to play with your data,Marcos Vanetta,0,NA,Continuum Analytics,0,"Austin, TX",0,"We are going to surf some very useful extensions to play with your data like a champ in Jupyter notebooks. How to present you data, visualize it and share your results directly from your notebook.",9,0,0
2016,"Europe's data, documents and stories in five minutes!",Daniel Drepper,0,NA,CORRECT!V,0,"Berlin, Germany",1,"Have you ever talked to a reporter from Europe? Did you ever cooperate with one? You definitely should. Because if you don't, that's not only a shame, you also miss a lot of sources for data and documents – lots of them regarding the US. And you also miss a lot of great stories as well. I'll tell you about the most important stories you can get by cooperating with your European colleagues – all stories with an American angle. And I will give you a list with special European resources for data and documents. Get your European-NICAR-experience in five minutes.",8,0,0
2016,Granola parenting in a Soylent world,Arjuna Soriano,0,NA,Marketplace,0,"Los Angeles, CA",0,"My non-judgmental spiel on why I parent like a hippy even though I work in tech and journalism. Bonus, free hugs.",5,0,0
2016,WebVR Starter Kit - Virtual Reality for the rest of us,Dan Zajdband,0,NA,Mango,0,"Buenos Aires, Argentina",1,"With the evolution of the Smartphone and the rise of new technologies, such as Google Cardboard, we face the possibility of building amazing new virtual worlds in order to reimagine the stories we want to tell to our readers. However, it seems that the generation of this kind of resource is limited to a selected group of video game and graphics programmers. This Lightning talk breaks this myth and shows, with the help of simple tools, that if you can fill a simple spreadsheet, then you are capable of creating incredible Virtual Reality experiences.",3,0,0
2016,How to quickly and effectively rapid prototype (video) tools for journalists in the newsroom.,Pietro,0,NA,NA,0,NA,NA,"DESCRIPTIONAn insight into how to quickly and effectively go about making (video) tools for journalist in the newsroom.quickQuote, takes the pain out of finding a video quote for a news article.We will consider how it was realised in under 3 months. Drawing components from existing open-source projects, Using a mixture of lean, agile approach leveraging HTML5, javascript, JQuery and rails.http://www.niemanlab.org/2015/09/a-new-tool-from-the-times-of-london-lets-you-easily-detect-and-capture-quotes-from-a-video/",3,0,0
2016,Data and Fires in Indonesia,Nithin Coca,0,NA,Independent,0,Indonesia,1,"Last year, the most horrific fires in human history broke out in Indonesia, the consequences of years of deforestation and negligence. What began shortly thereafter, and continues to this day, is a battle of accusation, with hard to access, often conflicting data - maps, concessions, GHG emissions, and health statistics - at the center. I'll explain how I, as a journalist, told stories about this muddled field and reflect on how to use data in places where the data is, often, the story itself.",3,0,0
2017,"What I learned by submitting the same FOIA more than 1,000 times",Steven Rich,0,NA,Washington Post,0,"Washington, DC",0,"For The Washington Post's Fatal Force project in 2016, I wanted to know who the officers were who fired shots and killed civilians. So I filed requests with every department that had a fatal shooting on a rolling basis last year. I'll talk about the logistics, what I came across and the best strategies to get your requests filled in a timely manner.",60,1,1
2017,Literally Everything The New York Times Knows About Elections,Jeremy Bowers,0,NA,New York Times,0,"New York, NY",0,"At roughly 400 words per minute, I will tell you everything The New York Times has learned about elections, including why you can't use ""democrat"" to look up the democratic party in Minnesota to why you shouldn't store delegates as an integer. BONUS: Did you know the US got a new county in 2015? It probably broke your map!",56,1,1
2017,"Stuff I've said to FOIA officers to get them to give me ... well, stuff",Cezary Podkul,0,NA,ProPublica,0,"New York, NY",0,"It's ok to get angry, get sassy or creative in the pursuit of lowering FOI fees or getting documents or data that you're told you can't have. In this lightning talk, I'll share some of my more creative exchanges with FOIA officers that have gotten results.",53,1,1
2017,Self-care for Nerds,Aditi Bhandari,0,NA,Texas Tribune,1,"Austin, TX",0,"Most of us spend 8-12 hours on our computers every day. Here's what my parents (an eye doctor and a bone doctor) recommend when it comes to preventing tired eyes and carpal tunnel. I’ll also talk about other tools, tips and exercises I’ve picked up along the way!",52,1,1
2017,Subverting the story model in the age of Trump,Tyler Fisher,0,NA,NPR,0,"Washington, DC",0,"As the Trump administration continues to make news at a blistering pace, newsrooms are searching for new ways of covering the administration. Our skills as data journalists make us particularly well-suited to find those new models. Given the urgency within newsrooms today, we have an opportunity to change newsroom thinking in how we inform our audiences. This talk will show some examples of alternative coverage models as implemented at NPR and suggest directions for the future.",51,1,1
2017,Everything I Wasted Time Worrying About as A Newbie Coder,Kate Rabinowitz,0,NA,Independent,1,"Washington, DC",0,"Looking back on my early days of coding, there was a lot of time wasted worrying about how to be a ""good"" coder. We're going to talk about what being a ""good"" coder from the start actually means and common worries of beginner coders that are just a waste of your time.",48,1,1
2017,How to collaborate when no one understands what you do,Caelainn Barr,0,NA,The Guardian,1,"London, UK",1,"Calling all weirdos! Are you the strange numbers reporter, the pretty chart-maker, or the person in the corner who gets excited when your code runs? One of the challenges of working with data and code in the newsroom is getting across what it is you actually do. I'll show you how aggressive collaboration has helped us work better with other editors, reporters and designers in our newsroom.",47,1,1
2017,CAR through the ages -- what I learned from collecting every single NICAR program since 1990,Christine Zhang,0,NA,Independent,1,"Los Angeles, CA",0,"I used to think that ""data journalism"" started in the 2000's. Then I dug further into the history of computer assisted reporting (CAR). News nerds have been congregating at this conference since the early 90's. Let me take you on a tour of the recent history of CAR, as seen through NICAR conference programs. Like"" CAR Rock 1994"" in Cleveland, where Jennifer LaFleur showed off her maps of San Francisco's single men -- overlaid with income data and complete with interviews of some wealthy bachelors themselves. From ""Internet 101"" to ""FoxPro versus Paradox"" to ""Regress for Success"" -- I'll show you what's changed and what hasn't over the years, with fun/embarrassing pictures of some NICAR veterans to boot (like this one from 1994 http://www.drewsullivan.com/staff.html, when the NICAR staff dressed up like the cast of ""Happy Days"").",45,1,1
2017,"58 stupid things we learned from mapping all 25,000 of California's election precincts",Joe Fox,0,NA,Los Angeles Times,0,"Los Angeles, CA",0,"We made the most detailed map of California election results ever, which meant harassing all 58 counties and dealing with 58 different ways of reporting election results. We'll condense two months of tears, gin and PDFs into 5 minutes.",38,1,1
2017,Using Uber's open data to understand cities,Cory Kendrick,0,NA,Uber,1,"San Francisco, CA",0,What is this new open dataset Uber has released? And why should I care? Turns out you can use traffic travel times to understand cities better. Such as: what happens to travel times when there's a metro shutdown? Or when you add bike lanes? Or when it rains? I'll walk you through what exactly Uber Movement data is – and isn't – and how to dive in and start using it.,34,1,1
2017,Data out loud: Building charts that blind users can read,Leslie Shapiro,0,NA,Washington Post,1,"Washington, DC",0,"Journalists increasingly rely on charts to simplify complex data for readers. But in our noble quest to demystify data, we sometimes make it much harder for people with vision impairments to read. This talk will go over 5 quick and painless (really!) things we can do to make charts more accessible to people who use screen readers.",33,0,0
2017,I can draw my charts with no libraries...just SVG...just SVG.,Divya,0,NA,NA,1,NA,NA,"As data journalists, we use libraries like D3 to create beautiful and compelling visualizations for the web. However, do we really understand the inner workings of SVG and how they get rendered on the web? In this talk, I will walk you through the process of going from CSV to SVG and highlight important gotchas when charting data without a library.",28,0,0
2017,A drug's life: how to connect data on pharmaceuticals across 10 different government sources,Marc Dacosta,0,NA,Enigma,0,"New York, NY",0,"60% of Americans over the age of 20 take at least 1 prescription drug. But reporting in-depth on particular pharmaceuticals can be daunting. From adverse event reports, to clinical trials, to medicare spending, to trends in doctor prescription patterns, there is a wealth of data out there but its sioled and hard to work with. In this talk I will provide an overview of the regulatory data available about drugs and discuss techniques for linking them together.",21,0,0
2017,All the Data We Cannot See,Kate Rabinowitz,0,NA,Independent,1,"Washington, DC",0,"Data is not truth. In many cases it can provide only a distorted perception of reality. I'll talk about all the data we cannot see: why there is missing data, the repercussions, how to be on the lookout for missing data, and what to do (or not do, as it may be) about it.",19,0,0
2017,What I learned by downloading satellite photos of every power plant in the US,Marc Dacosta,0,NA,Enigma,0,"New York, NY",0,The production of electricity in the United States accounts for approximately 5% of global CO2 emissions. That’s a really big and quite abstract order of magnitude. And it begs the question: how can something so gargantuan be re-scaled to a more human perspective? In this talk I will cover helpful tips for finding data on critical infrastructure and offer novel approaches to visualizing it.,19,0,0
2017,43,Rachel Shorey,0,NA,New York Times,1,"Washington, DC",0,There's lots of divisive stuff in the world. You know what can't be divided*? Prime Numbers.Five minutes. Forty-Three facts about prime numbers. That's just about 7 seconds per factoid. Facts will range from the cryptographic to the mathematic to the musical to the silly.*Except by one and themselves,18,0,0
2017,"Please comment - no, really!",Cezary Podkul,0,NA,ProPublica,0,"New York, NY",0,How do you maximize your chances of getting a meaningful comment for your investigation? Here are three easy strategies you can use to get organized and share documents and data in a way that is sure to elicit more than the usual canned response.,17,0,0
2017,The Power of One,Tisha Thompson,0,NA,ESPN,1,"Washington, DC",0,"By the end of NICAR, your head will be filled with brilliant tools and tricks for crunching millions of numbers and visualizing their results. But this TV reporter makes an argument for why the smallest number is the biggest deal.",17,0,0
2017,Self-Care in the Age of Trump: How Basic Therapy Techniques Can Help You Put Things In Perspective,Lindsay Carbonell,0,NA,Reese News Lab,1,"Chapel Hill, NC",0,The explosion of the political news cycle since Donald Trump won the election has caused many journalists to be more overworked and stressed than ever before. Learn about some basic cognitive behavioral therapy techniques to help manage stress — it's not just for people with mental disorders!,17,0,0
2017,Grief's geography,Patrick Cain,0,NA,Global News,0,"Toronto, Canada",1,"Maps and interactives can show the world as it is now, or reconstruct a forgotten past on a familiar landscape. I'll go through how I turned a dusty card file from the 1940s into an interactive map showing Toronto's 2,800 Second World War dead on their next of kin's homes. (There were some challenges along the way.)",16,0,0
2017,What Rocket Science Can Teach Us About Designing for Humans,Justin Myers,0,NA,Associated Press,0,"Chicago, IL",0,"NICAR-L and news-nerd Twitter is fantastic, but in 5 minutes, I'll show you what NASA can teach us when it comes to how people process information and interact with tech. Hear about how putting people in space has resulted in great advice for the newsrooms of Earth, such as pointing out missing data, labeling things clearly, and handling the regret of pushing the wrong button.",15,0,0
2017,5 things I learned about online storytelling from the Star Wars opening crawl (and other things you saw on TV),Adam Playford,0,NA,Tampa Bay Times,0,"St. Petersburg, FL",0,"And the most important things I learned to STOP doing. Nailing cold opens, finding your form, putting stories in order — and always be closing.",15,0,0
2017,The News Lab: Lessons in Product Design Thinking,Lindsay Carbonell,0,NA,Reese News Lab,1,"Chapel Hill, NC",0,"Have an idea? How do you know if it will work? We’ll talk about how to be pragmatic yet creative when expanding on a new idea, whether it’s a news product or a story template. We'll take lessons from Reese News Lab, a student think tank at UNC that has students assess the viability, desirability, and feasibility of their news product ideas while crafting pitches to investors.",14,0,0
2017,Welcome to weird Florida,Mike Stucka,0,NA,Palm Beach Post,0,"West Palm Beach, FL",0,"This vibrant land hosts cannibals, a guy who tossed an alligator through a drive-through window, a politician who was arrested before his city *even existed*. Rumor has it that normal stuff happens here, too.",14,0,0
2017,10 easy steps to protect your data,Jorge Luis Sierra,0,NA,Border Center for Journalists and Bloggers,0,"McAllen, TX",0,"With the data-driven stories and big data era, it comes also the era of cyber-attacks and digital espionage. Learn in five minutes what you can do to protect your data from any sort of viruses, mistakes, NSAs and hacking teams.",13,0,0
2017,Representing our countries,Isao Matsunami,0,NA,Tokyo Shimbun,0,"Nagoya, Japan",1,"What can international attendees contribute to NICAR? 5 non-English speakers will show, by quick mic relays in English, the most impressive digital works written in their languages and peculiar to their localities. Speakers are not necessarily the authors of them but represent his/her country. IMPORTANT: All international participants, I need you to join this presentation if this pitch is accepted.",12,0,0
2017,Make your dataviz work twice,Anatoliy Bondarenko,0,NA,texty.org.ua,0,"Kyiv, Ukraine",1,The fuel used for the legendary Concorde supersonic jet served three purposes: fueling engines; cooling the surface and internal systems; shifting the center of gravity to maintain aircraft’s balance. During my talk I will show examples how to obtain the similar efficiency with surprising and creative double use of the regular data visualization elements.,11,0,0
2017,Google Trends and the 2016 US election,Simon Rogers,0,NA,Google,0,"San Francisco, CA",0,What did Google Trends tell us about the 2016 election? Google Data Editor Simon Rogers talks about what we learned (and what we didn't).,10,0,0
2017,Programming language picks!,Yoohyun Jung,0,NA,Reveal,1,"San Francisco, CA",0,What is the most useful programming language for data journalism? Make your arguments.,10,0,0
